Year,31/12/1938,31/12/1939,31/12/1940,31/12/1941,31/12/1942,31/12/1943,31/12/1944,31/12/1945,31/12/1946,31/12/1947,31/12/1948,31/12/1949,31/12/1950,31/12/1951,31/12/1952,31/12/1953,31/12/1954,31/12/1955,31/12/1956,31/12/1957,31/12/1958,31/12/1959,31/12/1960,31/12/1961,31/12/1962,31/12/1963,31/12/1964,31/12/1965,31/12/1966,31/12/1967,31/12/1968,31/12/1969,31/12/1970,31/12/1971,31/12/1972,31/12/1973,31/12/1974,31/12/1975,31/12/1976,31/12/1977,31/12/1978,31/12/1979,31/12/1980,31/12/1981,31/12/1982,31/12/1983,31/12/1984,31/12/1985,31/12/1986,31/12/1987,31/12/1988,31/12/1989,31/12/1990,31/12/1991,31/12/1992,31/12/1993,31/12/1994,31/12/1995,31/12/1996,31/12/1997,31/12/1998,31/12/1999,31/12/2000,31/12/2001,31/12/2002,31/12/2003,31/12/2004,31/12/2005,31/12/2006,31/12/2007,31/12/2008,31/12/2009,31/12/2010,31/12/2011,31/12/2012,31/12/2013,31/12/2014,31/12/2015,31/12/2016
UK births,621204,614479,590120,579091,651503,684334,751478,679937,820719,881026,775306,730518,697097,677529,673735,684372,673651,667811,700335,723381,740715,748501,785005,811281,838736,854055,875972,862725,849823,832164,819272,797538,784486,783155,725440,675953,639885,603445,584270,569259,596418,638028,656234,634492,625931,629134,636818,656417,661018,681511,693577,687725,706140,699217,689656,673467,664726,648138,649485,643095,635901,621872,604441,594634,596122,621469,639721,645835,669601,690013,708711,706248,723165,723913,729674,698512,695233,697852,696271
